"Ladybug"|0.0943614035844803|0.1569|"4"|"87"|"Crocoduel"
"Ladybug, Cat Noir, & Purple Tigress"|-0.271977782249451|0|"4"|"87"|"Crocoduel"
"Luka"|-0.0120714820921421|0.21665|"4"|"87"|"Crocoduel"
"Luka and Jagged"|0.475237369537354|0|"4"|"87"|"Crocoduel"
"Marinette"|-0.367785193599187|0.102192307692308|"4"|"87"|"Crocoduel"
"Mylène"|0.222327284514904|0.2615|"4"|"87"|"Crocoduel"
"Nino"|0.043294424811999|-0.0925|"4"|"87"|"Crocoduel"
"Purple Tigress"|-0.320854359865189|-0.2324|"4"|"87"|"Crocoduel"
"Random Civilian"|0.554375052452087|0.42|"4"|"87"|"Crocoduel"
"Roaar"|-0.270716267824173|0.00759999999999998|"4"|"87"|"Crocoduel"
"Rose"|-0.122649586862988|0.137777777777778|"4"|"87"|"Crocoduel"
"Shadow Moth"|-0.195243321359158|0.107666666666667|"4"|"87"|"Crocoduel"
"Stylist"|0.331892907619476|0.27|"4"|"87"|"Crocoduel"
"Superpower Sequence Purple Tigress"|0.425926327705383|0|"4"|"87"|"Crocoduel"
"Zoé"|0.124105013906956|0.22875|"4"|"87"|"Crocoduel"
"Adrien"|-0.032812412828207|0.35175|"1"|"10"|"Dark Cupid"
"Alya"|-0.0893222472884438|0.217272727272727|"1"|"10"|"Dark Cupid"
"Alya & Marinette"|0.0385928153991699|0|"1"|"10"|"Dark Cupid"
"Aurore"|0.668598651885986|0.862|"1"|"10"|"Dark Cupid"
"Cat Noir"|-0.311169404732554|-0.0713157894736842|"1"|"10"|"Dark Cupid"
"Chloé"|-0.276434646546841|0.1064|"1"|"10"|"Dark Cupid"
"Civilian"|-0.605487853288651|-0.3785|"1"|"10"|"Dark Cupid"
"Dark Cupid"|-0.351189205279717|0.0126923076923077|"1"|"10"|"Dark Cupid"
"Girls"|0.64238715171814|0.555|"1"|"10"|"Dark Cupid"
"Hawk Moth"|-0.0468863509595394|0.20475|"1"|"10"|"Dark Cupid"
"Kim"|-0.151728994316525|0.149666666666667|"1"|"10"|"Dark Cupid"
"Ladybug"|-0.333404546380043|0.02556|"1"|"10"|"Dark Cupid"
"Ladybug & Cat Noir"|-0.271977782249451|0|"1"|"10"|"Dark Cupid"
"Marinette"|-0.0218260179866444|0.227090909090909|"1"|"10"|"Dark Cupid"
"Max"|0.207023638486862|0.3376|"1"|"10"|"Dark Cupid"
"Miss Bustier"|0.0259054175445012|0.409|"1"|"10"|"Dark Cupid"
"Plagg"|0.00636711344122887|0.1475|"1"|"10"|"Dark Cupid"
"Rose"|-0.697474777698517|0.2|"1"|"10"|"Dark Cupid"
