"Character"|"Vader_s1_ep_1"|"Vader_s1_ep_2"|"Vader_s1_ep_3"|"Vader_s1_ep_4"|"Vader_s1_ep_5"|"Vader_s1_ep_6"|"Vader_s1_ep_7"|"Vader_s1_ep_8"|"Vader_s1_ep_9"|"Vader_s1_ep_10"|"Vader_s1_ep_11"|"Vader_s1_ep_12"|"Vader_s1_ep_13"|"Vader_s1_ep_14"|"Vader_s1_ep_15"|"Vader_s1_ep_16"|"Vader_s1_ep_17"|"Vader_s1_ep_18"|"Vader_s1_ep_19"|"Vader_s1_ep_20"|"Vader_s1_ep_21"|"Vader_s1_ep_22"|"Vader_s1_ep_23"|"Vader_s1_ep_24"|"Vader_s1_ep_25"|"Vader_s1_ep_26"|"Vader_s2_ep_27"|"Vader_s2_ep_28"|"Vader_s2_ep_29"|"Vader_s2_ep_30"|"Vader_s2_ep_31"|"Vader_s2_ep_32"|"Vader_s2_ep_33"|"Vader_s2_ep_34"|"Vader_s2_ep_35"|"Vader_s2_ep_36"|"Vader_s2_ep_37"|"Vader_s2_ep_38"|"Vader_s2_ep_39"|"Vader_s2_ep_40"|"Vader_s2_ep_41"|"Vader_s2_ep_42"|"Vader_s2_ep_43"|"Vader_s2_ep_44"|"Vader_s2_ep_45"|"Vader_s2_ep_46"|"Vader_s2_ep_47"|"Vader_s2_ep_48"|"Vader_s2_ep_49"|"Vader_s2_ep_50"|"Vader_s2_ep_51"|"Vader_s2_ep_52"|"Vader_s3_ep_53"|"Vader_s3_ep_54"|"Vader_s3_ep_55"|"Vader_s3_ep_56"|"Vader_s3_ep_57"|"Vader_s3_ep_58"|"Vader_s3_ep_59"|"Vader_s3_ep_60"|"Vader_s3_ep_61"|"Vader_s3_ep_62"|"Vader_s3_ep_63"|"Vader_s3_ep_64"|"Vader_s3_ep_65"|"Vader_s3_ep_66"|"Vader_s3_ep_67"|"Vader_s3_ep_68"|"Vader_s3_ep_69"|"Vader_s3_ep_70"|"Vader_s3_ep_71"|"Vader_s3_ep_72"|"Vader_s3_ep_73"|"Vader_s3_ep_74"|"Vader_s3_ep_75"|"Vader_s3_ep_76"|"Vader_s3_ep_77"|"Vader_s3_ep_78"|"Vader_s4_ep_79"|"Vader_s4_ep_80"|"Vader_s4_ep_81"|"Vader_s4_ep_82"|"Vader_s4_ep_83"|"Vader_s4_ep_84"|"Vader_s4_ep_85"|"Vader_s4_ep_86"|"Vader_s4_ep_87"|"Vader_s4_ep_88"|"Vader_s4_ep_89"|"Vader_s4_ep_90"|"Vader_s4_ep_91"|"Vader_s4_ep_92"|"Vader_s4_ep_93"|"Vader_s4_ep_94"|"Vader_s4_ep_95"|"Vader_s4_ep_96"|"Vader_s4_ep_97"|"Vader_s4_ep_98"|"Vader_s4_ep_99"|"Vader_s4_ep_100"|"Vader_s4_ep_101"|"Vader_s4_ep_102"|"Vader_s4_ep_103"|"Vader_s4_ep_104"|"Gender"|"Role"|"Role_Category"
"Gabriel"|NA|0.1265|NA|NA|NA|0.236142857142857|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0.0871739130434783|-0.368|-0.0506|0.03425|0.0537142857142857|0.18695|NA|NA|NA|NA|NA|NA|NA|NA|NA|-0.0438571428571429|0.2024|NA|-0.0858333333333333|0.428|NA|NA|0.124833333333333|NA|-0.579|0.379|0.345833333333333|NA|0.1675|-0.119|0.107428571428571|NA|NA|0.313333333333333|NA|NA|0.273|0.136|0.1345|-0.103285714285714|0.2354|NA|NA|-0.0206666666666667|NA|0.068|NA|-0.2555|0.193|NA|-0.278|0.145857142857143|0.0421333333333333|NA|0.563666666666667|0.079|0.4425|-0.103|NA|0.167777777777778|NA|NA|0.488333333333333|NA|NA|0.382166666666667|0.324|NA|0.243666666666667|NA|0.53125|NA|0.1146|0.0695|0.0235714285714286|0.138965517241379|0.00671428571428571|0.22|NA|NA|0.0481578947368421|-0.0486666666666667|"male"|"friends_other"|"no_villain"
"Gabriel's voicemail"|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0.273|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|"genderless"|"friends_other"|"no_villain"
"Game Voice"|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0.21655|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|"genderless"|"friends_other"|"no_villain"
"Gamer"|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|-0.002|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0.353|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|"male"|"villain"|"villain"
"Gamer 2.0"|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0.0916764705882353|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|"male"|"villain"|"villain"
"Gang of Secrets"|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|"genderless"|"friends_other"|"no_villain"
"Ghosts of The Guardians"|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|-0.809|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|"genderless"|"friends_other"|"no_villain"
"Gigantian"|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|"male"|"villain"|"villain"
"Gigantitan"|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0|NA|0|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0|NA|NA|NA|NA|"male"|"villain"|"villain"
"Gilbert"|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0.1005|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|"male"|"friends_other"|"no_villain"
"Gina"|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0.286263157894737|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0.113|NA|NA|NA|NA|0.401|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|-0.42|NA|0.237181818181818|NA|NA|NA|NA|NA|NA|NA|NA|"female"|"friends_other"|"no_villain"
"Girl"|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|-0.777|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|"female"|"friends_other"|"no_villain"
"Girls"|NA|NA|NA|NA|NA|NA|NA|NA|NA|0.555|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0.20675|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|"female"|"multiple"|"multiple"
"Glaciator"|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0.0585|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0.271625|NA|NA|NA|NA|NA|NA|NA|NA|NA|"male"|"villain"|"villain"
"GPS voice"|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0.239333333333333|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|"genderless"|"friends_other"|"no_villain"
"Guard 1"|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0.215|NA|NA|"male"|"friends_other"|"no_villain"
"Guard 2"|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0.053|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0|NA|NA|"male"|"friends_other"|"no_villain"
"Guard 3"|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|-0.875|NA|NA|"male"|"friends_other"|"no_villain"
"Guards"|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|-0.315|NA|NA|"genderless"|"friends_other"|"no_villain"
"Guards 1"|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|-0.402|NA|NA|"genderless"|"friends_other"|"no_villain"
"Guards 2"|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0|NA|NA|"genderless"|"friends_other"|"no_villain"
"Guards in helicopter"|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|-0.456|NA|NA|"genderless"|"friends_other"|"no_villain"
"Guitar Villain"|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0.0322857142857143|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0|0.659|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0.0855294117647059|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|"male"|"villain"|"villain"
"Harry"|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0.298289473684211|NA|NA|NA|NA|NA|"male"|"friends_other"|"no_villain"
"Harry and Marinette"|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0.851|NA|NA|NA|NA|NA|"genderless"|"multiple"|"multiple"
"Hawk Moth"|0.200375|-0.172428571428571|0.1536|0.3052|-0.218625|-0.0236666666666667|0.159166666666667|-0.123111111111111|-0.0676|0.20475|-0.451|-0.23875|-0.0933333333333333|0.203333333333333|0.3212|0.0476|0.0203333333333333|0.0614444444444444|-0.204428571428571|-0.2865|0.0198888888888889|-0.24625|0.273|-0.0875|-0.65525|0.041|0.4425|0.221|-0.208571428571429|0.0324|0.1828|-0.119666666666667|0.177076923076923|-0.157|-0.237714285714286|0.1192|0.147625|-0.0258333333333333|0.6735|-0.172555555555556|-0.0215|0.2605|0.13225|-0.127111111111111|0.0934444444444444|0.476428571428571|0.466333333333333|-0.1235|0.1685|-0.0424285714285714|0.140875|-0.128|0.097|-0.02425|0.179666666666667|0.0636|0.03525|-0.0636|0.24525|0.127857142857143|-0.00566666666666668|0.1722|0.0900909090909091|0.1066|0.4428|-0.11175|0.0162857142857143|0.306111111111111|-0.2566|0.188222222222222|0.272|0.30825|0.1654|-0.0875714285714286|0.19025|0.162428571428571|0.290263157894737|-0.0254375|NA|NA|NA|NA|NA|NA|NA|NA|NA|0.829|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|-0.726|"male"|"villain"|"villain"
"Helicopter Pilot"|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|-0.0173333333333333|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|"male"|"friends_other"|"no_villain"
"Heroes"|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|"genderless"|"friends_other"|"no_villain"
"Hessenpy"|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|-0.4335|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0.44|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|"male"|"friends_other"|"no_villain"
"Hessesnpy"|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0.44|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|"female"|"friends_other"|"no_villain"
"Icecat"|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|-0.14|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|"male"|"friends_other"|"no_villain"
"Ikari Gozen"|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0.2428|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|"female"|"villain"|"villain"
"Italian couple"|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|"genderless"|"friends_other"|"no_villain"
"Ivan"|NA|0|NA|NA|0|NA|NA|NA|NA|NA|0.099375|0|NA|NA|NA|NA|NA|NA|0.4335|NA|NA|NA|NA|NA|0.0973333333333333|-0.00885714285714286|NA|NA|0|NA|NA|NA|NA|NA|NA|0.0722|NA|NA|0.338|0.143|NA|NA|NA|NA|NA|0|NA|NA|NA|0|-0.2725|NA|NA|NA|0.318|NA|NA|0.4705|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0.183|NA|NA|NA|NA|NA|NA|NA|NA|0.077|NA|NA|NA|NA|NA|-0.0245|0.15525|NA|NA|NA|0.302333333333333|NA|NA|NA|NA|NA|NA|NA|NA|NA|-0.631|NA|0.493|NA|"male"|"friends_other"|"no_villain"
"Ivan, Mylène, Sabrina"|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|"genderless"|"multiple"|"multiple"
